date,uz
1992.4134,-0.01514735
1992.4162,-0.00746929
1992.4189,-0.0213756
1992.4216,-0.00700944
1992.4244,-0.00010085
1992.4298,-0.00605616
1992.4326,-0.01473792
1992.4353,-0.01633445
1992.4381,-0.01056773
1992.4408,-0.0009116
1992.4435,-0.02919387
1992.4463,-0.0188682
1992.449,-0.00962019
1992.4517,0.00042866
1992.4572,-0.00375982
1992.46,0.00178216
1992.4627,0.01219503
1992.4654,-0.00244366
1992.4682,0.00031513
1992.4709,-0.03016436
1992.4736,-0.01313623
1992.4764,-0.0322517
1992.4791,-0.01862986
1992.4819,-0.03965261
1992.4846,-0.02129706
1992.4873,-0.01868523
1992.4901,-0.01787169
1992.4928,-0.02952973
1992.4956,-0.01426385
1992.501,-0.0057057
1992.5038,-0.02218088
1992.5065,-0.03544926
1992.5092,-0.01928713
1992.512,-0.0304797
1992.5147,-0.02531681
1992.5175,-0.0091073
1992.5202,-0.00973125
1992.5229,-0.02706586
1992.5257,-0.00779887
1992.5284,-0.03252602
1992.5311,-0.00791264
1992.5339,-0.04379181
1992.5366,-0.0283827
1992.5394,0.0022947
1992.5421,-0.0067574
1992.5476,-0.03962183
1992.5503,-0.04604434
1992.553,-0.03328016
1992.5558,-0.01837416
1992.5585,-0.02471561
1992.5613,0.00042146
1992.564,-0.01822415
1992.5667,-0.03172117
1992.5722,-0.02496432
1992.5777,-0.03055126
1992.5804,-0.01725861
1992.5832,-0.04033516
1992.5886,-0.04992924
1992.5914,-0.00447315
1992.5941,-0.05559581
1992.6051,-0.04080367
1992.6105,-0.01505716
1992.6352,-0.02174506
1992.6379,-0.01537879
1992.6461,-0.00990722
1992.6516,-0.01547525
1992.6543,-0.00769479
1992.6598,-0.00083695
1992.6653,-0.00298034
1992.668,0.00103439
1992.6762,-0.0141244
1992.679,-0.00061147
1992.6845,0.01367172
1992.6954,0.00633652
1992.6982,0.00771017
1992.7064,0.00611827
1992.7091,0.01058451
1992.7118,0.01320767
1992.7146,0.00891985
1992.7173,0.0105116
1992.7447,0.01913997
1992.7474,0.00332846
1992.7502,-0.0101793
1992.7529,0.01723121
1992.7556,-0.00235648
1992.7858,-0.01482091
1992.7885,0.00229834
1992.7912,0.01875209
1992.794,-0.00368665
1992.8049,-0.00678802
1992.8077,-0.01071497
1992.8104,-0.00514352
1992.8131,-0.00956155
1992.8214,-0.00658356
1992.8241,-0.00552367
1992.8268,-0.00897283
1992.8296,0.00758287
1992.8323,-0.00563822
1992.835,-0.00589379
1992.8378,-0.0099209
1992.8405,-0.00397238
1992.8433,-0.02204312
1992.846,-0.00969115
1992.8487,-0.00339961
1992.8515,-0.01672843
1992.8542,-0.00644064
1992.8569,-0.02728644
1992.8597,0.00304772
1992.8624,-0.01631342
1992.8652,-0.01104361
1992.8679,-0.00418686
1992.8706,0.01147953
1992.8734,-0.01394789
1992.8761,-0.01100908
1992.8789,-0.01882742
1992.8816,-0.00810161
1992.8843,-0.01141708
1992.8871,-0.00690346
1992.8898,-0.00756231
1992.898,0.01315821
1992.9008,-0.01743593
1992.9035,-0.02018762
1992.9062,-0.0130656
1992.909,-0.00241122
1992.9172,-0.0042573
1992.9199,-0.00728313
1992.9363,-0.03035548
1992.9446,-0.01151218
1992.9473,-0.00640102
1992.95,-0.01978028
1992.9528,-0.00191119
1992.9555,-0.00825135
1992.9582,0.01137171
1992.9692,0.00458511
1992.9719,-0.00217316
1992.9747,-0.02602252
1992.9774,-0.00236424
1992.9802,0.01253084
1992.9829,-0.00361272
1992.9856,-0.01421064
1992.9884,-0.00126144
1992.9938,-0.01250117
1992.9966,0.00149269
1992.9993,0.00575292
1993.0021,0.00087991
1993.0048,-0.02415022
1993.0075,0.00503798
1993.0103,0.00664874
1993.013,-0.00819632
1993.0157,0.0007061
1993.0185,-0.00804323
1993.0212,-0.01272059
1993.024,-0.00892913
1993.0267,-0.01226829
1993.0294,-0.00021034
1993.0322,-0.02172826
1993.0349,-0.02580905
1993.0376,-0.02066436
1993.0431,-0.01759917
1993.0459,-0.02246057
1993.0486,-0.01903511
1993.0513,-0.02789464
1993.0541,-0.03395142
1993.0568,-0.02609885
1993.0595,-0.02289862
1993.0623,-0.01101265
1993.065,-0.01283806
1993.0678,-0.02214537
1993.0705,-0.02200028
1993.0732,-0.01476245
1993.0815,-0.02365071
1993.0842,-0.01785092
1993.0869,-0.01301049
1993.0897,-0.01768755
1993.0924,-0.02388075
1993.0951,-0.00858863
1993.0979,-0.02087282
1993.1006,-0.01397815
1993.1034,-0.02391754
1993.1061,-0.03057383
1993.1088,-0.01412148
1993.1116,-0.01257089
1993.1143,-0.02633021
1993.117,-0.01168391
1993.1198,-0.01958816
1993.1225,-0.02215195
1993.1253,-0.00921608
1993.128,-0.01900903
1993.1307,-0.01765549
1993.1335,-0.01862854
1993.1362,-0.00647398
1993.1389,-0.02466919
1993.1417,-0.02588633
1993.1444,-0.02504887
1993.1472,-0.02187839
1993.1499,-0.0184548
1993.1526,-0.02700368
1993.1554,-0.01836498
1993.1581,-0.01952214
1993.1608,-0.03087169
1993.1636,-0.02081704
1993.1663,-0.03650832
1993.1691,-0.01634691
1993.1718,-0.02374069
1993.1745,-0.00659462
1993.1773,-0.01620613
1993.18,-0.02366893
1993.1828,-0.00980182
1993.1855,-0.00939785
1993.1882,-0.02325416
1993.191,-0.01580316
1993.1937,-0.00983441
1993.1964,-0.01277752
1993.1992,-0.01531027
1993.2019,-0.01456012
1993.2047,-0.00956053
1993.2074,-0.01176957
1993.2101,-0.01445853
1993.2129,-0.01322334
1993.2156,-0.01472542
1993.2183,-0.01564442
1993.2211,-0.01235946
1993.2238,-0.00306608
1993.2266,0.00382912
1993.2293,-0.01000579
1993.232,0.00947366
1993.2348,0.01168975
1993.2375,0.00195925
1993.2402,6.222E-05
1993.243,0.00403181
1993.2457,0.01909098
1993.2485,0.01073648
1993.2512,0.00333673
1993.2539,0.0055215
1993.2567,0.01747645
1993.2594,0.01889816
1993.2621,0.00422503
1993.2649,-0.00208818
1993.2676,-0.00731037
1993.2704,-0.01583802
1993.2731,-0.00090501
1993.2758,-0.00195562
1993.2786,0.00413114
1993.2813,0.00474425
1993.2841,-0.00199945
1993.2868,-0.00795423
1993.2895,-0.00229706
1993.2923,-0.00429943
1993.295,0.00709136
1993.2977,0.00952309
1993.3005,-0.00153336
1993.3032,-0.00072438
1993.3087,0.00378509
1993.3114,0.00175222
1993.3142,-0.0098866
1993.3169,0.00412971
1993.3196,-0.00325536
1993.3224,-0.00736717
1993.3251,-0.00753654
1993.3279,-0.00456832
1993.3306,-0.01054433
1993.3333,-0.01562044
1993.3361,-0.00510725
1993.3388,-0.00722727
1993.3415,-0.00923538
1993.3443,-0.01767765
1993.347,-0.00787367
1993.3498,-0.0157624
1993.3525,-0.00390873
1993.3552,-0.00768093
1993.3607,-0.00773459
1993.3634,-0.00137
1993.3662,-0.00143388
1993.3689,-0.00959654
1993.3717,-0.00475041
1993.3744,-0.01139162
1993.3771,-0.00907227
1993.3799,0.00396755
1993.3826,0.00369372
1993.3854,0.00738989
1993.3881,0.00358671
1993.3908,0.00646242
1993.3936,0.01039225
1993.3963,-0.0044692
1993.399,-0.01049397
1993.4018,0.00685963
1993.4045,0.00362719
1993.4073,0.00335241
1993.41,-0.00265857
1993.4127,-0.00864219
1993.4155,-0.01126513
1993.4209,-0.00837771
1993.4237,-0.0052558
1993.4264,-0.00404074
1993.4292,-0.01122394
1993.4319,-0.00724518
1993.4401,-0.00172881
1993.4428,-0.01365969
1993.4456,-0.0151829
1993.4483,-0.00526159
1993.4538,-0.00625769
1993.4565,-0.00154753
1993.4593,-0.00756203
1993.462,-0.01449918
1993.4648,-0.01158859
1993.4675,-0.01191135
1993.4702,0.00547786
1993.473,-0.00594316
1993.4757,-0.01926072
1993.4784,-0.01783436
1993.4812,-0.01514147
1993.4839,-0.00684473
1993.4867,-0.00206104
1993.4894,-0.00278183
1993.4921,-0.00677471
1993.4949,-0.00034752
1993.4976,-0.00450628
1993.5031,-0.01948326
1993.5058,-0.0047466
1993.5086,-0.00588244
1993.5113,-0.01547288
1993.514,-0.01116529
1993.5168,0.00466787
1993.5195,0.00566388
1993.525,0.00208695
1993.5277,0.00323551
1993.5305,-0.00231287
1993.5332,-0.00821972
1993.5359,-0.00763657
1993.5387,0.00167699
1993.5414,0.01215725
1993.5441,0.01458289
1993.5469,0.00497813
1993.5524,-0.01887262
1993.5551,0.00204264
1993.5578,-0.01877318
1993.5606,-0.00835361
1993.5633,-0.01078423
1993.5661,-0.00639199
1993.5688,-0.00632913
1993.5715,-0.00890853
1993.5743,-0.00823302
1993.5825,-0.00671728
1993.5852,-0.01203203
1993.588,0.00466045
1993.5907,-0.0117903
1993.5934,-0.02225904
1993.5962,-0.01553862
1993.5989,-0.00393077
1993.6016,-0.00419513
1993.6099,-0.01714668
1993.6126,-0.00353408
1993.6153,0.00153809
1993.6181,0.00214157
1993.6208,0.01224004
1993.6235,0.01175936
1993.6263,0.0117103
1993.629,0.01131098
1993.6318,0.00264479
1993.6345,0.00405827
1993.6372,0.01207179
1993.64,-0.00422473
1993.6427,0.01427131
1993.6454,-0.00686215
1993.6482,0.0006773
1993.6509,0.0172653
1993.6537,-0.00139146
1993.6564,0.00470612
1993.6591,0.0103939
1993.6619,0.01632333
1993.6646,-0.00177291
1993.6674,0.00556553
1993.6701,0.00705861
1993.6728,-0.00262878
1993.6756,0.00074925
1993.6783,0.00460436
1993.681,-0.00865962
1993.6838,-0.00887585
1993.6865,-0.00156278
1993.6893,0.00054545
1993.692,0.00024011
1993.6947,-0.01039717
1993.6975,-0.01388341
1993.7002,-0.00919688
1993.7029,-0.00293812
1993.7057,-0.00527385
1993.7084,-0.01066752
1993.7112,-0.00021819
1993.7139,-0.00967824
1993.7166,0.01159492
1993.7194,-0.00162441
1993.7221,-0.01061912
1993.7248,-0.00310747
1993.7276,-0.00174819
1993.7303,-0.00520849
1993.7331,0.00644435
1993.7413,-0.00053355
1993.744,0.01117897
1993.7467,0.03188119
1993.7495,0.02153475
1993.7522,0.0021779
1993.755,0.01410268
1993.7577,-0.0110582
1993.7604,-0.00557232
1993.7632,0.00745082
1993.7659,0.00275649
1993.7687,0.00439896
1993.7714,0.007181
1993.7741,0.01192011
1993.7769,-0.00618622
1993.7796,0.00303195
1993.7823,0.00602167
1993.7851,0.00019914
1993.7878,0.00749883
1993.7906,-0.00521836
1993.7933,-0.01856514
1993.796,-0.00198712
1993.7988,-0.00703546
1993.8015,0.00583672
1993.8042,0.00331195
1993.807,-0.00464909
1993.8097,-0.00554659
1993.8125,-0.00268749
1993.8152,-0.01128087
1993.8179,-0.01813887
1993.8207,-0.0138411
1993.8234,-0.00907656
1993.8261,-0.0069957
1993.8289,-0.02135742
1993.8316,-0.01040582
1993.8344,-0.01722363
1993.8371,-0.01078698
1993.8398,-0.00265659
1993.8426,-0.01338947
1993.8453,-0.0114211
1993.848,-0.01275886
1993.8508,-0.02207115
1993.8535,-0.01638375
1993.8563,-0.01072309
1993.859,-0.00766088
1993.8617,-0.00609255
1993.8645,0.00292889
1993.8672,-0.00658491
1993.87,-0.00620969
1993.8727,-0.00858404
1993.8754,-0.00149845
1993.8782,-0.01600335
1993.8809,-0.00382309
1993.8836,-0.02005054
1993.8864,-0.0164471
1993.8891,0.00043157
1993.8919,0.00128311
1993.8946,0.00672317
1993.8973,-0.00453293
1993.9001,-0.00520034
1993.9028,0.00095336
1993.9055,-0.00027266
1993.9083,-0.00492242
1993.911,-0.00606772
1993.9138,-0.00232325
1993.9165,-0.00378312
1993.9192,-0.00382798
1993.922,0.00996816
1993.9247,0.00385525
1993.9274,-0.0048824
1993.9302,-0.0068994
1993.9329,-0.0015372
1993.9357,-0.00099784
1993.9384,0.00559937
1993.9411,-0.00247886
1993.9439,0.00712866
1993.9466,0.00888092
1993.9493,-0.00440519
1993.9521,0.00944731
1993.9548,0.01386596
1993.9576,0.01360514
1993.9603,-0.00018938
1993.963,0.01742083
1993.9658,-0.00081937
1993.9685,0.00276628
1993.9713,0.00730524
1993.974,0.00100046
1993.9767,-0.00338016
1993.9795,0.00795425
1993.9822,0.00552551
1993.9849,-0.00042378
1993.9877,0.00648083
1993.9904,0.01148966
1993.9932,0.01591432
1993.9959,-0.00561561
1993.9986,-0.00609376
1994.0014,0.00537215
1994.0041,0.00430594
1994.0068,-0.01122619
1994.0096,-0.01102846
1994.0123,-0.01067951
1994.0151,-0.00623187
1994.0178,-0.0006382
1994.0205,-0.00260216
1994.0233,-0.00087017
1994.026,-0.00607766
1994.0287,-0.01181842
1994.0315,-0.0083959
1994.0342,-0.01643855
1994.037,-0.01012071
1994.0397,-0.01329628
1994.0424,-0.01568575
1994.0452,-0.02059325
1994.0479,-0.00982976
1994.0507,-0.00473498
1994.0534,-0.01438857
1994.0561,-0.00751832
1994.0589,-0.01297477
1994.0616,-0.01013647
1994.0643,-0.02435457
1994.0671,-0.02113567
1994.0698,-0.01076722
1994.0726,-0.01045475
1994.0753,-0.01017354
1994.078,-0.00043376
1994.0808,-0.00252221
1994.0862,0.00737125
1994.089,0.00022533
1994.0917,-0.00680247
1994.0945,0.00380331
1994.0972,0.00691365
1994.1081,-0.00906324
1994.1136,0.00325102
1994.1164,-0.00396755
1994.1191,-0.00551498
1994.1218,-0.0028254
1994.13,0.00307623
1994.1328,-2.8E-07
1994.1355,-0.00210714
1994.1383,0.00687204
1994.141,-0.00416811
1994.1437,-0.00316538
1994.1465,-0.00674511
1994.1492,-0.01374357
1994.152,-0.02421704
1994.1574,-0.01709029
1994.1602,-0.00376725
1994.1629,-0.01033198
1994.1656,-0.00890957
1994.1711,-0.01830462
1994.1739,-0.01880197
1994.1766,-0.02142136
1994.1848,-0.01581761
1994.1903,-0.01052039
1994.193,-0.01056869
1994.1958,0.01350163
1994.1985,0.00114258
1994.2012,-0.00092844
1994.204,-0.01129587
1994.2067,0.00250681
1994.2094,-0.00775149
1994.2122,-0.01290774
1994.2149,-0.008944
1994.2177,-0.01560164
1994.2204,-0.00275256
1994.2231,-0.00713335
1994.2259,-0.0037668
1994.2286,-0.00686963
1994.2313,-0.00482812
1994.2341,-0.0031981
1994.2368,-0.01445741
1994.2396,-0.00023691
1994.2423,-0.00041999
1994.245,-7.212E-05
1994.2478,-0.00382379
1994.2505,0.00391212
1994.2533,0.00093872
1994.256,-0.000799
1994.2587,-0.00797651
1994.2615,-0.00519814
1994.2642,-0.0167003
1994.2669,-0.00101579
1994.2697,0.00138016
1994.2724,0.00388635
1994.2752,-0.01058558
1994.2779,-0.01195583
1994.2806,-0.01032112
1994.2834,-0.01352775
1994.2861,-0.00825723
1994.2888,-0.01616001
1994.2916,-0.01223898
1994.2943,-0.00413576
1994.2971,-0.01100541
1994.2998,0.00230675
1994.3025,-0.00811749
1994.3053,-0.00246592
1994.308,-0.00311124
1994.3107,-0.01242233
1994.3135,-0.01127045
1994.3162,-0.00161771
1994.319,0.00198208
1994.3217,-0.00508937
1994.3244,0.01061802
1994.3272,-0.01447752
1994.3299,0.00709437
1994.3326,0.00968543
1994.3354,0.01823656
1994.3381,0.00534108
1994.3409,-0.00239252
1994.3436,0.00900658
1994.3463,0.00494463
1994.3491,0.00389921
1994.3518,-0.00729223
1994.3546,0.00086694
1994.3573,0.00277976
1994.36,-0.00589286
1994.3628,-0.01852502
1994.3655,0.00296203
1994.3682,-0.01092583
1994.371,-0.00410188
1994.3737,-0.00204949
1994.3765,-0.0032271
1994.3792,0.00609386
1994.3819,-0.00668249
1994.3847,-0.00239553
1994.3874,-0.00886189
1994.3901,-0.00213264
1994.3929,0.00337628
1994.3956,-0.01441308
1994.3984,-0.01057867
1994.4011,0.00952002
1994.4038,0.00246852
1994.4066,0.00478486
1994.4093,0.00832514
1994.412,0.00571645
1994.4148,-0.01330502
1994.4175,0.00094176
1994.4203,-0.00492911
1994.423,-0.00400124
1994.4257,-0.01327893
1994.4285,0.0073468
1994.4312,0.00981694
1994.4339,0.00826771
1994.4367,-0.00051392
1994.4394,-0.00725727
1994.4422,0.00360691
1994.4449,0.0022822
1994.4476,-0.01431894
1994.4504,0.0001146
1994.4531,-0.00844911
1994.4559,0.01266106
1994.4586,0.00797263
1994.4613,0.00874105
1994.4641,0.00315824
1994.4668,-0.0185976
1994.4695,-0.00268481
1994.4723,0.00411196
1994.475,-0.00220379
1994.4778,0.00583934
1994.4805,0.00292522
1994.4832,-0.01096949
1994.486,-0.0044628
1994.4887,-0.00405968
1994.4914,0.00585262
1994.4942,-0.00403169
1994.4969,0.00449281
1994.4997,0.01089851
1994.5024,0.00131958
1994.5051,-0.00606856
1994.5079,-0.00338901
1994.5106,-0.01220723
1994.5133,-0.00382166
1994.5161,-0.00607603
1994.5188,0.0120152
1994.5216,0.00369206
1994.5243,-0.0138797
1994.527,0.00593444
1994.5298,0.00492362
1994.5325,-0.00205491
1994.5352,0.00461832
1994.538,-0.01696379
1994.5407,-0.02149896
1994.5435,-0.00639803
1994.5462,-0.01820679
1994.5489,-0.00330903
1994.5517,-0.01998951
1994.5544,-0.01763566
1994.5572,-0.0102332
1994.5599,-0.01153131
1994.5626,-0.01205147
1994.5654,-0.01060588
1994.5681,-0.02061148
1994.5708,-0.00909506
1994.5763,-0.01449057
1994.5791,-0.02054974
1994.5818,-0.01208262
1994.5845,-0.00686431
1994.5873,0.00142915
1994.59,-0.01258625
1994.5927,-0.00645028
1994.5955,0.00291582
1994.5982,-0.00090852
1994.601,-0.00381648
1994.6037,-0.00786836
1994.6064,-0.00135984
1994.6092,-0.00422504
1994.6119,0.01348634
1994.6146,-0.00186675
1994.6174,0.01153128
1994.6201,0.00022692
1994.6229,-0.00873628
1994.6256,-0.02438157
1994.6283,-0.00036222
1994.6311,0.00987309
1994.6338,0.00763483
1994.6366,0.00307235
1994.6393,-0.00151417
1994.642,0.0028805
1994.6448,0.01198473
1994.6475,0.00786747
1994.6502,0.01330441
1994.653,0.0166989
1994.6557,0.00288075
1994.6585,0.00616802
1994.6612,0.00489592
1994.6639,0.00679123
1994.6667,-0.00165873
1994.6694,0.01715455
1994.6721,0.01008376
1994.6749,-0.00333913
1994.6776,0.00059478
1994.6804,0.00442519
1994.6831,0.01327612
1994.6858,0.00043023
1994.6886,-0.00314075
1994.6913,0.01373082
1994.694,0.0020228
1994.6968,0.00315561
1994.6995,0.00632437
1994.7023,0.00359666
1994.705,-0.00071227
1994.7077,-0.00734728
1994.7105,-0.00016177
1994.7132,0.00092218
1994.7159,-0.00138145
1994.7187,0.00761372
1994.7214,0.00805397
1994.7242,0.00535359
1994.7269,0.00031268
1994.7296,-0.00275753
1994.7324,-0.00464014
1994.7351,-0.00617925
1994.7379,-0.00366667
1994.7406,-0.00234245
1994.7433,-0.00077954
1994.7461,-0.00325874
1994.7488,-0.00312881
1994.7515,-0.00743609
1994.7543,-0.00291532
1994.757,0.00084765
1994.7598,0.00017321
1994.7625,-0.00452418
1994.7652,-0.01072288
1994.768,-0.01064192
1994.7707,-0.0023576
1994.7734,0.00099294
1994.7762,-0.00168208
1994.7789,-0.00289666
1994.7817,-0.01330567
1994.7844,-0.00874254
1994.7871,0.00371309
1994.7899,-0.00414377
1994.7926,-0.00139163
1994.7953,-0.01050156
1994.7981,0.00592493
1994.8008,-0.00062853
1994.8036,0.00882452
1994.8063,-0.00496021
1994.809,-0.00966477
1994.8118,-0.01067109
1994.8145,-0.00380952
1994.8172,-0.00905275
1994.82,-0.00310088
1994.8227,-0.01535505
1994.8255,-0.00648234
1994.8282,0.00146744
1994.8309,-0.0106884
1994.8337,-0.00300553
1994.8364,-0.00510275
1994.8392,-0.00278357
1994.8419,-0.00095026
1994.8446,0.00594246
1994.8474,0.00870459
1994.8501,0.00819014
1994.8528,-0.01230361
1994.8556,-0.01512651
1994.8583,0.00302082
1994.8611,-0.00464699
1994.8638,-0.00180482
1994.8665,-0.00295227
1994.8693,0.00568273
1994.872,-0.01859715
1994.8747,-0.00988965
1994.8775,0.00240881
1994.8802,-0.00266532
1994.883,-0.01512589
1994.8857,-0.01305208
1994.8884,-0.00289538
1994.8912,-0.01748612
1994.8939,-0.00706717
1994.8966,-0.00669794
1994.8994,-0.01135049
1994.9021,0.00528096
1994.9049,-0.00393882
1994.9076,-0.00721426
1994.9103,-0.01217572
1994.9131,-0.00673634
1994.9158,0.00353085
1994.9185,-0.00718042
1994.9213,-0.00112893
1994.924,-0.00084586
1994.9268,-0.00720852
1994.9295,-0.00796202
1994.9322,-0.01019739
1994.935,-0.01562522
1994.9377,-0.01883645
1994.9405,-0.01208324
1994.9432,-0.0070285
1994.9459,0.00238694
1994.9487,0.00140169
1994.9514,-0.00722104
1994.9541,-0.00428322
1994.9569,-0.00882344
1994.9596,-0.0097022
1994.9624,-0.00510079
1994.9651,-0.01467118
1994.9678,-0.02256044
1994.9706,-0.01989183
1994.9733,-0.01318609
1994.976,-0.01551636
1994.9788,-0.01012421
1994.9815,-0.01544157
1994.9843,-0.01102406
1994.987,-0.02529309
1994.9897,-0.01282258
1994.9925,-0.00754369
1994.9952,-0.01524338
1994.9979,-0.01436417
1995.0007,-0.01567707
1995.0034,-0.0059892
1995.0062,-0.00263689
1995.0089,0.00045506
1995.0116,-0.00573451
1995.0144,-0.01235001
1995.0171,-0.00507732
1995.0198,-0.0087504
1995.0226,-0.00129692
1995.0253,0.00142415
1995.0281,-0.00220402
1995.0308,-0.00568563
1995.0335,-0.01617188
1995.0363,-0.01398591
1995.039,-0.00189144
1995.0418,-0.00300853
1995.0445,-0.0181289
1995.0472,-0.01057099
1995.05,-0.01445989
1995.0527,-0.01684567
1995.0554,-0.01812307
1995.0582,-0.01441997
1995.0609,-0.01517539
1995.0637,-0.01622173
1995.0664,-0.00600243
1995.0691,-0.01538428
1995.0719,-0.01437966
1995.0746,-0.01545305
1995.0773,-0.01123188
1995.0801,-0.00602167
1995.0828,-0.01237995
1995.0856,-0.01570292
1995.0883,-0.03384652
1995.091,-0.02853506
1995.0938,-0.01605344
1995.0965,-0.01072618
1995.102,-0.0156596
1995.1047,-0.02029163
1995.1075,-0.02970141
1995.1102,-0.03230358
1995.1129,-0.00649484
1995.1157,-0.00421266
1995.1184,-0.00743131
1995.1211,-0.00943232
1995.1239,-0.00356785
1995.1266,-0.01407064
1995.1294,-0.01215264
1995.1321,-0.00795777
1995.1348,-0.01201163
1995.1376,-0.0095089
1995.1403,-0.0148991
1995.1431,-0.00824964
1995.1458,-0.01881629
1995.1485,-0.01703329
1995.1513,-0.01443554
1995.154,-0.02194728
1995.1567,-0.01243014
1995.1595,-0.02032174
1995.1622,-0.01694573
1995.165,-0.01559299
1995.1677,-0.02068971
1995.1704,-0.0244321
1995.1732,-0.01688477
1995.1759,-0.01508662
1995.1786,-0.02781165
1995.1814,-0.02835215
1995.1841,-0.0260375
1995.1869,-0.02463903
1995.1896,-0.02631097
1995.1923,-0.00646053
1995.1951,-0.02117536
1995.1978,-0.01951877
1995.2005,-0.01770144
1995.2033,-0.00666414
1995.206,-0.02097968
1995.2088,-0.01850401
1995.2115,-0.00801483
1995.2142,-0.00787741
1995.217,-0.01283566
1995.2197,-0.00606248
1995.2225,-0.0110759
1995.2252,0.00496091
1995.2279,-0.01289787
1995.2307,-0.01249918
1995.2334,-0.01734221
1995.2361,-0.01357165
1995.2389,0.00440255
1995.2416,0.00382734
1995.2444,-0.00632138
1995.2471,-0.00993963
1995.2498,-0.00717935
1995.2553,-0.01124752
1995.258,-0.00261667
1995.2608,-0.00857559
1995.2635,-0.00497149
1995.2663,-0.00213888
1995.269,-0.01484212
1995.2717,-0.00754906
1995.2745,-0.00642176
1995.2772,-0.00740999
1995.2799,-0.00926428
1995.2827,-0.00935175
1995.2854,-0.0103081
1995.2882,-0.00784127
1995.2909,-0.01308769
1995.2936,-0.01340489
1995.2964,-0.01631205
1995.2991,-0.01553178
1995.3018,-0.0114771
1995.3046,-0.00661386
1995.3073,-0.02117658
1995.3101,-0.01796572
1995.3128,-0.01938137
1995.3155,-0.01756918
1995.3183,-0.01428002
1995.321,-0.00697349
1995.3238,-0.01493351
1995.3265,-0.02155492
1995.3292,-0.00681044
1995.332,-0.0023679
1995.3347,-0.00431182
1995.3374,-0.00909218
1995.3402,-0.00748348
1995.3429,-0.01276769
1995.3457,-0.01422958
1995.3484,-0.01355302
1995.3511,-0.01613927
1995.3539,-0.00769514
1995.3566,-0.01462422
1995.3593,-0.01254998
1995.3621,0.00061937
1995.3648,-0.01789322
1995.3676,-0.01863986
1995.3703,-0.00121184
1995.373,-0.00690349
1995.3758,-0.00398723
1995.3785,-0.01008864
1995.3812,-0.01003028
1995.384,-0.01080398
1995.3895,-0.00908119
1995.3922,-0.01704815
1995.3949,-0.01709862
1995.3977,-0.01450864
1995.4004,-0.00066021
1995.4031,-0.00991436
1995.4059,-0.01638151
1995.4086,-0.00884284
1995.4114,-0.01413935
1995.4141,-0.01229099
1995.4168,-0.01314901
1995.4196,-0.01439899
1995.4223,-0.02205527
1995.4251,-0.01824216
1995.4278,-0.03076238
1995.4305,-0.01717941
1995.4333,-0.00928656
1995.436,-0.01862504
1995.4387,-0.02452859
1995.4415,-0.02652769
1995.4442,-0.01742949
1995.447,-0.01623653
1995.4497,-0.01259526
1995.4524,-0.0143292
1995.4552,-0.01249664
1995.4579,-0.02019649
1995.4606,-0.02404864
1995.4634,-0.02127595
1995.4661,-0.0104032
1995.4689,-0.01149431
1995.4716,-0.01224075
1995.4743,-0.00563205
1995.4771,-0.00600694
1995.4798,-0.01370804
1995.4825,-0.00319542
1995.4853,-0.02040421
1995.488,-0.02629074
1995.4908,-0.02723751
1995.4935,-0.01024165
