date,ue
2007.9343,-0.109251
2007.937,-0.107356
2007.9398,-0.107435
2007.9425,-0.110719
2007.9452,-0.10827
2007.948,-0.109485
2007.9507,-0.111424
2007.9535,-0.108739
2007.9562,-0.108906
2007.9589,-0.111643
2007.9617,-0.111488
2007.9644,-0.107572
2007.9671,-0.115175
2007.9699,-0.114177
2007.9726,-0.110647
2007.9754,-0.112937
2007.9781,-0.111887
2007.9808,-0.116296
2007.9836,-0.113775
2007.9863,-0.117473
2007.989,-0.115493
2007.9918,-0.112971
2007.9945,-0.114825
2007.9973,-0.110858
2008.0,-0.113504
2008.0027,-0.111068
2008.0055,-0.105533
2008.0082,-0.109099
2008.011,-0.11537
2008.0137,-0.11643
2008.0164,-0.1136
2008.0192,-0.112132
2008.0219,-0.11451
2008.0246,-0.113262
2008.0274,-0.116441
2008.0301,-0.112453
2008.0329,-0.107423
2008.0356,-0.110837
2008.0383,-0.110839
2008.0411,-0.113686
2008.0438,-0.109639
2008.0465,-0.112728
2008.0493,-0.110558
2008.052,-0.110074
2008.0548,-0.112625
2008.0575,-0.1127
2008.0602,-0.111425
2008.063,-0.108319
2008.0657,-0.111791
2008.0684,-0.1116
2008.0712,-0.111057
2008.0739,-0.107835
2008.0767,-0.11516
2008.0794,-0.10793
2008.0821,-0.111955
2008.0849,-0.112318
2008.0876,-0.110495
2008.0903,-0.113066
2008.0931,-0.114357
2008.0958,-0.112089
2008.0986,-0.11515
2008.1013,-0.113017
2008.104,-0.110535
2008.1068,-0.113037
2008.1095,-0.110649
2008.1123,-0.116984
2008.115,-0.114246
2008.1177,-0.11406
2008.1205,-0.116247
2008.1232,-0.1122
2008.1259,-0.116864
2008.1287,-0.115355
2008.1314,-0.115393
2008.1342,-0.115177
2008.1369,-0.115507
2008.1396,-0.117171
2008.1424,-0.116131
2008.1451,-0.116028
2008.1478,-0.119559
2008.1506,-0.117297
2008.1533,-0.116748
2008.1561,-0.11625
2008.1588,-0.115978
2008.1615,-0.117201
2008.1643,-0.118644
2008.167,-0.118835
2008.1697,-0.117665
2008.1725,-0.116838
2008.1752,-0.114637
2008.178,-0.117664
2008.1807,-0.118805
2008.1834,-0.118267
2008.1862,-0.118572
2008.1889,-0.120193
2008.1916,-0.118688
2008.1944,-0.120179
2008.1971,-0.122775
2008.1999,-0.120822
2008.2026,-0.120886
2008.2053,-0.122841
2008.2081,-0.118552
2008.2108,-0.120811
2008.2136,-0.122097
2008.2163,-0.12192
2008.219,-0.123044
2008.2218,-0.123488
2008.2245,-0.121933
2008.2272,-0.120552
2008.23,-0.121719
2008.2327,-0.123121
2008.2355,-0.126721
2008.2382,-0.126184
2008.2409,-0.123535
2008.2437,-0.124864
2008.2464,-0.124955
2008.2491,-0.126771
2008.2519,-0.124585
2008.2546,-0.125714
2008.2574,-0.124456
2008.2601,-0.126277
2008.2628,-0.126748
2008.2656,-0.12806
2008.2683,-0.125768
2008.271,-0.129626
2008.2738,-0.12494
2008.2765,-0.125045
2008.2793,-0.12701
2008.282,-0.124698
2008.2847,-0.1234
2008.2875,-0.125935
2008.2902,-0.126157
2008.293,-0.124754
2008.2957,-0.124852
2008.2984,-0.123381
2008.3012,-0.122742
2008.3039,-0.124195
2008.3066,-0.124336
2008.3094,-0.125343
2008.3121,-0.123612
2008.3149,-0.125711
2008.3176,-0.126699
2008.3203,-0.123889
2008.3231,-0.122415
2008.3258,-0.121127
2008.3285,-0.124885
2008.3313,-0.126017
2008.334,-0.125254
2008.3368,-0.122481
2008.3395,-0.115912
2008.3422,-0.123521
2008.345,-0.123587
2008.3477,-0.125591
2008.3504,-0.126529
2008.3532,-0.12666
2008.3559,-0.123091
2008.3587,-0.122608
2008.3614,-0.12889
2008.3641,-0.127962
2008.3669,-0.126538
2008.3696,-0.125085
2008.3723,-0.12666
2008.3751,-0.130066
2008.3778,-0.127057
2008.3806,-0.126899
2008.3833,-0.123379
2008.386,-0.12687
2008.3888,-0.128906
2008.3915,-0.128696
2008.3943,-0.125195
2008.397,-0.125466
2008.3997,-0.12446
2008.4025,-0.126286
2008.4052,-0.128751
2008.4079,-0.125811
2008.4107,-0.124245
2008.4134,-0.120852
2008.4162,-0.123603
2008.4189,-0.12784
2008.4216,-0.128025
2008.4244,-0.130853
2008.4271,-0.126775
2008.4298,-0.12681
2008.4326,-0.127403
2008.4353,-0.127278
2008.4381,-0.126171
2008.4408,-0.125445
2008.4435,-0.127184
2008.4463,-0.126914
2008.449,-0.1234
2008.4517,-0.125111
2008.4545,-0.125569
2008.4572,-0.12463
2008.46,-0.123322
2008.4627,-0.124465
2008.4654,-0.123778
2008.4682,-0.120077
2008.4709,-0.115742
2008.4736,-0.11843
2008.4764,-0.119692
2008.4791,-0.121663
2008.4819,-0.124243
2008.4846,-0.123049
2008.4873,-0.122761
2008.4901,-0.124393
2008.4928,-0.123594
2008.4956,-0.123748
2008.4983,-0.129053
2008.501,-0.126754
2008.5038,-0.126879
2008.5065,-0.127155
2008.5092,-0.124952
2008.512,-0.126451
2008.5147,-0.126967
2008.5175,-0.130961
2008.5202,-0.126148
2008.5229,-0.12804
2008.5257,-0.129029
2008.5284,-0.130141
2008.5311,-0.122753
2008.5339,-0.132617
2008.5366,-0.132307
2008.5394,-0.128041
2008.5421,-0.129819
2008.5448,-0.128025
2008.5476,-0.129511
2008.5503,-0.129479
2008.553,-0.133032
2008.5558,-0.128695
2008.5585,-0.127161
2008.5613,-0.12817
2008.564,-0.126948
2008.5667,-0.127333
2008.5695,-0.130392
2008.5722,-0.133357
2008.5749,-0.129324
2008.5777,-0.132326
2008.5804,-0.128127
2008.5832,-0.132559
2008.5859,-0.128041
2008.5886,-0.129005
2008.5914,-0.130651
2008.5941,-0.127384
2008.5969,-0.129532
2008.5996,-0.129378
2008.6023,-0.128568
2008.6051,-0.129829
2008.6078,-0.128776
2008.6105,-0.125421
2008.6133,-0.12984
2008.616,-0.127934
2008.6188,-0.130255
2008.6215,-0.128156
2008.6242,-0.129763
2008.627,-0.127613
2008.6297,-0.129369
2008.6324,-0.132363
2008.6352,-0.130387
2008.6379,-0.128789
2008.6407,-0.131066
2008.6434,-0.132089
2008.6461,-0.129391
2008.6489,-0.129947
2008.6516,-0.133044
2008.6543,-0.132762
2008.6571,-0.1327
2008.6598,-0.131503
2008.6626,-0.128764
2008.6653,-0.126282
2008.668,-0.130141
2008.6708,-0.131434
2008.6735,-0.129467
2008.6762,-0.128748
2008.679,-0.128338
2008.6817,-0.13114
2008.6845,-0.131652
2008.6872,-0.133629
2008.6899,-0.13213
2008.6927,-0.130015
2008.6954,-0.133312
2008.6982,-0.134925
2008.7009,-0.131739
2008.7036,-0.130641
2008.7064,-0.129611
2008.7091,-0.130015
2008.7118,-0.130386
2008.7146,-0.130895
2008.7173,-0.133495
2008.7201,-0.129648
2008.7228,-0.13265
2008.7255,-0.131909
2008.7283,-0.130782
2008.731,-0.133127
2008.7337,-0.13554
2008.7365,-0.136332
2008.7392,-0.135936
2008.742,-0.13531
2008.7447,-0.132649
2008.7474,-0.134096
2008.7502,-0.131869
2008.7529,-0.132821
2008.7556,-0.13512
2008.7584,-0.133671
2008.7611,-0.132395
2008.7639,-0.134741
2008.7666,-0.132768
2008.7693,-0.133201
2008.7721,-0.13316
2008.7748,-0.13155
2008.7775,-0.133547
2008.7803,-0.134377
2008.783,-0.134099
2008.7858,-0.134447
2008.7885,-0.133338
2008.7912,-0.135407
2008.794,-0.135904
2008.7967,-0.136316
2008.7995,-0.13429
2008.8022,-0.135482
2008.8049,-0.134234
2008.8077,-0.136356
2008.8104,-0.134071
2008.8131,-0.132019
2008.8159,-0.134915
2008.8186,-0.133877
2008.8214,-0.133678
2008.8241,-0.134909
2008.8268,-0.133042
2008.8296,-0.1339
2008.8323,-0.132685
2008.835,-0.135144
2008.8378,-0.140608
2008.8405,-0.131323
2008.8433,-0.134693
2008.846,-0.13755
2008.8487,-0.13095
2008.8515,-0.133587
2008.8542,-0.133247
2008.8569,-0.136353
2008.8597,-0.131232
2008.8624,-0.132041
2008.8652,-0.137542
2008.8679,-0.135052
2008.8706,-0.13886
2008.8734,-0.137399
2008.8761,-0.137486
2008.8789,-0.135181
2008.8816,-0.135793
2008.8843,-0.133651
2008.8871,-0.134715
2008.8898,-0.130847
2008.8925,-0.138421
2008.8953,-0.135029
2008.898,-0.13651
2008.9008,-0.135934
2008.9035,-0.140697
2008.9062,-0.139086
2008.909,-0.135035
2008.9117,-0.138746
2008.9144,-0.141711
2008.9172,-0.139299
2008.9199,-0.140486
2008.9227,-0.13656
2008.9254,-0.138148
2008.9281,-0.131805
2008.9309,-0.137114
2008.9336,-0.140807
2008.9363,-0.139956
2008.9391,-0.135625
2008.9418,-0.13578
2008.9446,-0.136328
2008.9473,-0.14134
2008.95,-0.140047
2008.9528,-0.136101
2008.9555,-0.132286
2008.9582,-0.133146
2008.961,-0.134821
2008.9637,-0.141059
2008.9665,-0.134717
2008.9692,-0.135228
2008.9719,-0.134314
2008.9747,-0.134397
2008.9774,-0.133432
2008.9802,-0.132688
2008.9829,-0.135217
2008.9856,-0.136383
2008.9884,-0.131564
2008.9911,-0.131758
2008.9938,-0.137102
2008.9966,-0.140177
2008.9993,-0.13828
2009.0021,-0.141115
2009.0048,-0.141758
2009.0075,-0.142524
2009.0103,-0.142467
2009.013,-0.142296
2009.0157,-0.137562
2009.0185,-0.1419
2009.0212,-0.141943
2009.024,-0.139547
2009.0267,-0.140544
2009.0294,-0.141614
2009.0322,-0.139084
2009.0349,-0.13829
2009.0376,-0.140105
2009.0404,-0.141965
2009.0431,-0.140013
2009.0459,-0.141141
2009.0486,-0.137546
2009.0513,-0.133592
2009.0541,-0.136373
2009.0568,-0.138371
2009.0595,-0.140415
2009.0623,-0.138568
2009.065,-0.139562
2009.0678,-0.139659
2009.0705,-0.139412
2009.0732,-0.139041
2009.076,-0.140282
2009.0787,-0.137947
2009.0815,-0.138684
2009.0842,-0.139037
2009.0869,-0.141011
2009.0897,-0.140268
2009.0924,-0.139653
2009.0951,-0.137857
2009.0979,-0.139958
2009.1006,-0.144302
2009.1034,-0.14602
2009.1061,-0.145012
2009.1088,-0.140237
2009.1116,-0.142756
2009.1143,-0.143461
2009.117,-0.146062
2009.1198,-0.140668
2009.1225,-0.144922
2009.1253,-0.140973
2009.128,-0.139976
2009.1307,-0.140679
2009.1335,-0.14492
2009.1362,-0.144608
2009.1389,-0.140169
2009.1417,-0.141484
2009.1444,-0.142178
2009.1472,-0.142349
2009.1499,-0.141728
2009.1526,-0.141846
2009.1554,-0.144086
2009.1581,-0.14516
2009.1608,-0.145576
2009.1636,-0.14201
2009.1663,-0.143102
2009.1691,-0.144892
2009.1718,-0.148712
2009.1745,-0.143848
2009.1773,-0.146205
2009.18,-0.147432
2009.1828,-0.138911
2009.1855,-0.147641
2009.1882,-0.1434
2009.191,-0.146481
2009.1937,-0.146595
2009.1964,-0.150931
2009.1992,-0.147651
2009.2019,-0.146953
2009.2047,-0.147515
2009.2074,-0.148543
2009.2101,-0.148349
2009.2129,-0.146122
2009.2156,-0.148947
2009.2183,-0.14913
2009.2211,-0.150033
2009.2238,-0.151441
2009.2266,-0.151268
2009.2293,-0.148945
2009.232,-0.152339
2009.2348,-0.144729
2009.2375,-0.152011
2009.2402,-0.150859
2009.243,-0.154124
2009.2457,-0.150582
2009.2485,-0.153921
2009.2512,-0.15473
2009.2539,-0.146192
2009.2567,-0.152926
2009.2594,-0.143008
2009.2621,-0.148806
2009.2649,-0.149163
2009.2676,-0.151438
2009.2704,-0.151887
2009.2731,-0.15059
2009.2758,-0.153685
2009.2786,-0.151853
2009.2813,-0.148686
2009.2841,-0.150505
2009.2868,-0.152755
2009.2895,-0.153312
2009.2923,-0.151978
2009.295,-0.149451
2009.2977,-0.151389
2009.3005,-0.148631
2009.3032,-0.149765
2009.306,-0.147401
2009.3087,-0.151548
2009.3114,-0.150106
2009.3142,-0.150215
2009.3169,-0.151198
2009.3196,-0.153185
2009.3224,-0.149794
2009.3251,-0.15231
2009.3279,-0.151234
2009.3306,-0.152709
2009.3333,-0.151609
2009.3361,-0.150697
2009.3388,-0.151697
2009.3415,-0.152367
2009.3443,-0.153016
2009.347,-0.151855
2009.3498,-0.152068
2009.3525,-0.150245
2009.3552,-0.15389
2009.358,-0.153301
2009.3607,-0.152471
2009.3634,-0.150743
2009.3662,-0.152119
2009.3689,-0.151855
2009.3717,-0.153152
2009.3744,-0.148745
2009.3771,-0.154065
2009.3799,-0.150165
2009.3826,-0.151204
2009.3854,-0.151725
2009.3881,-0.151296
2009.3908,-0.150251
2009.3936,-0.151705
2009.3963,-0.152808
2009.399,-0.150042
2009.4018,-0.150144
2009.4045,-0.151534
2009.4073,-0.1515
2009.41,-0.152399
2009.4127,-0.152041
2009.4155,-0.150789
2009.4182,-0.150989
2009.4209,-0.14983
2009.4237,-0.151239
2009.4264,-0.151703
2009.4292,-0.148823
2009.4319,-0.149905
2009.4346,-0.148122
2009.4374,-0.148915
2009.4401,-0.148036
2009.4428,-0.148369
2009.4456,-0.150954
2009.4483,-0.150506
2009.4511,-0.146842
2009.4538,-0.150529
2009.4565,-0.151888
2009.4593,-0.15221
2009.462,-0.150187
2009.4648,-0.147533
2009.4675,-0.15084
2009.4702,-0.149334
2009.473,-0.15223
2009.4757,-0.15186
2009.4784,-0.152361
2009.4812,-0.15404
2009.4839,-0.152544
2009.4867,-0.151151
2009.4894,-0.151264
2009.4921,-0.150931
2009.4949,-0.148882
2009.4976,-0.152085
2009.5003,-0.152171
2009.5031,-0.153256
2009.5058,-0.152067
2009.5086,-0.151773
2009.5113,-0.154158
2009.514,-0.153392
2009.5168,-0.153722
2009.5195,-0.152477
2009.5222,-0.153345
2009.525,-0.15334
2009.5277,-0.155703
2009.5305,-0.153417
2009.5332,-0.152652
2009.5359,-0.152006
2009.5387,-0.156284
2009.5414,-0.156775
2009.5441,-0.1529
2009.5469,-0.147048
2009.5496,-0.153536
2009.5524,-0.15327
2009.5551,-0.157651
2009.5578,-0.155371
2009.5606,-0.152903
2009.5633,-0.155627
2009.5661,-0.152726
2009.5688,-0.1532
2009.5715,-0.153529
2009.5743,-0.156437
2009.577,-0.155222
2009.5797,-0.15533
2009.5825,-0.155208
2009.5852,-0.155787
2009.588,-0.154767
2009.5907,-0.155835
2009.5934,-0.157148
2009.5962,-0.154185
2009.5989,-0.154034
2009.6016,-0.155766
2009.6044,-0.155633
2009.6071,-0.157684
2009.6099,-0.154563
2009.6126,-0.157563
2009.6153,-0.156124
2009.6181,-0.158224
2009.6208,-0.158902
2009.6235,-0.159757
2009.6263,-0.158246
2009.629,-0.158016
2009.6318,-0.157663
2009.6345,-0.154488
2009.6372,-0.162538
2009.64,-0.157443
2009.6427,-0.160062
2009.6454,-0.162304
2009.6482,-0.158758
2009.6509,-0.157327
2009.6537,-0.15899
2009.6564,-0.15847
2009.6591,-0.158751
2009.6619,-0.160896
2009.6646,-0.162331
2009.6674,-0.165089
2009.6701,-0.16139
2009.6728,-0.165136
2009.6756,-0.159726
2009.6783,-0.161207
2009.681,-0.161933
2009.6838,-0.163056
2009.6865,-0.162961
2009.6893,-0.162598
2009.692,-0.159875
2009.6947,-0.160953
2009.6975,-0.164009
2009.7002,-0.162048
2009.7029,-0.16314
2009.7057,-0.161848
2009.7084,-0.157483
2009.7112,-0.160808
2009.7139,-0.160933
2009.7166,-0.160355
2009.7194,-0.158892
2009.7221,-0.16201
2009.7248,-0.162278
2009.7276,-0.16193
2009.7303,-0.1621
2009.7331,-0.16271
2009.7358,-0.161819
2009.7385,-0.162543
2009.7413,-0.162574
2009.744,-0.160057
2009.7467,-0.161698
2009.7495,-0.161363
2009.7522,-0.163035
2009.755,-0.161488
2009.7577,-0.15975
2009.7604,-0.158066
2009.7632,-0.161834
2009.7659,-0.165229
2009.7687,-0.164888
2009.7714,-0.156763
2009.7741,-0.161134
2009.7769,-0.16236
2009.7796,-0.164554
2009.7823,-0.162364
2009.7851,-0.164808
2009.7878,-0.1599
2009.7906,-0.155836
2009.7933,-0.160278
2009.796,-0.158634
2009.7988,-0.165786
2009.8015,-0.161859
2009.8042,-0.16223
2009.807,-0.158988
2009.8097,-0.161062
2009.8125,-0.161423
2009.8152,-0.166012
2009.8179,-0.16063
2009.8207,-0.163095
2009.8234,-0.160729
2009.8261,-0.157768
2009.8289,-0.160595
2009.8316,-0.162573
2009.8344,-0.158694
2009.8371,-0.160467
2009.8398,-0.161402
2009.8426,-0.15908
2009.8453,-0.162775
2009.848,-0.163298
2009.8508,-0.162582
2009.8535,-0.161996
2009.8563,-0.161762
2009.859,-0.157903
2009.8617,-0.164069
2009.8645,-0.166734
2009.8672,-0.163457
2009.87,-0.163059
2009.8727,-0.161332
2009.8754,-0.161774
2009.8782,-0.164209
2009.8809,-0.164882
2009.8836,-0.16125
2009.8864,-0.159833
2009.8891,-0.161805
2009.8919,-0.167381
2009.8946,-0.165163
2009.8973,-0.163195
2009.9001,-0.162259
2009.9028,-0.161194
2009.9055,-0.166437
2009.9083,-0.168526
2009.911,-0.16314
2009.9138,-0.161937
2009.9165,-0.164572
2009.9192,-0.16422
2009.922,-0.165058
2009.9247,-0.16336
2009.9274,-0.166642
2009.9302,-0.166315
2009.9329,-0.168661
2009.9357,-0.163589
2009.9384,-0.160338
2009.9411,-0.15721
2009.9439,-0.16457
2009.9466,-0.161591
2009.9493,-0.165228
2009.9521,-0.162982
2009.9548,-0.165563
2009.9576,-0.161432
2009.9603,-0.166444
2009.963,-0.166249
2009.9658,-0.163939
2009.9685,-0.165195
2009.9713,-0.164252
2009.974,-0.165683
2009.9767,-0.163229
2009.9795,-0.165054
2009.9822,-0.164813
2009.9849,-0.163462
2009.9877,-0.163827
2009.9904,-0.16446
2009.9932,-0.165174
2009.9959,-0.164246
2009.9986,-0.166168
2010.0014,-0.161277
2010.0041,-0.163455
2010.0068,-0.164009
2010.0096,-0.161942
2010.0123,-0.163246
2010.0151,-0.165724
2010.0178,-0.161078
2010.0205,-0.162489
2010.0233,-0.163841
2010.026,-0.162958
2010.0287,-0.164673
2010.0315,-0.163103
2010.0342,-0.166072
2010.037,-0.164523
2010.0397,-0.164488
2010.0424,-0.162971
2010.0452,-0.166283
2010.0479,-0.166883
2010.0507,-0.168911
2010.0534,-0.167793
2010.0561,-0.166477
2010.0589,-0.175603
2010.0616,-0.168694
2010.0643,-0.165423
2010.0671,-0.16424
2010.0698,-0.165416
2010.0726,-0.167311
2010.0753,-0.165957
2010.078,-0.164636
2010.0808,-0.166889
2010.0835,-0.164729
2010.0862,-0.16461
2010.089,-0.168069
2010.0917,-0.166797
2010.0945,-0.16813
2010.0972,-0.169709
2010.0999,-0.167234
2010.1027,-0.169805
2010.1054,-0.171013
2010.1081,-0.171987
2010.1109,-0.169407
2010.1136,-0.1681
2010.1164,-0.169505
2010.1191,-0.167519
2010.1218,-0.168144
2010.1246,-0.166396
2010.1273,-0.169707
2010.13,-0.168397
2010.1328,-0.168666
2010.1355,-0.171193
2010.1383,-0.170362
2010.141,-0.169077
2010.1437,-0.170537
2010.1465,-0.1693
2010.1492,-0.171426
2010.152,-0.172633
2010.1547,-0.172127
2010.1574,-0.173467
2010.1602,-0.176243
2010.1629,-0.173853
2010.1656,-0.172472
2010.1684,-0.174048
2010.1711,-0.177474
2010.1739,-0.17213
2010.1766,-0.175123
2010.1793,-0.173921
2010.1821,-0.175553
2010.1848,-0.175985
2010.1875,-0.176111
2010.1903,-0.176309
2010.193,-0.177497
2010.1958,-0.175149
2010.1985,-0.176502
2010.2012,-0.176625
2010.204,-0.177521
2010.2067,-0.179199
2010.2094,-0.176618
2010.2122,-0.178239
2010.2149,-0.175089
2010.2177,-0.176911
2010.2204,-0.176921
2010.2231,-0.179232
2010.2259,-0.173582
2010.2286,-0.177138
2010.2313,-0.177558
2010.2341,-0.175107
2010.2368,-0.176793
2010.2396,-0.174585
2010.2423,-0.177193
2010.245,-0.17729
2010.2478,-0.175537
2010.2505,-0.179497
2010.2533,-0.177045
2010.256,-0.175493
2010.2587,-0.177445
2010.2615,-0.174585
2010.2642,-0.179322
2010.2669,-0.179109
2010.2697,-0.176172
2010.2724,-0.181619
2010.2752,-0.179403
2010.2779,-0.177174
2010.2806,-0.175272
2010.2834,-0.176226
2010.2861,-0.17655
2010.2888,-0.184583
2010.2916,-0.181643
2010.2943,-0.180106
2010.2971,-0.178574
2010.2998,-0.180468
2010.3025,-0.180469
2010.3053,-0.184824
2010.308,-0.182917
2010.3107,-0.178503
2010.3135,-0.177713
2010.3162,-0.181803
2010.319,-0.180448
2010.3217,-0.180201
2010.3244,-0.182367
2010.3272,-0.180413
2010.3299,-0.178732
2010.3326,-0.182991
2010.3354,-0.177169
2010.3381,-0.179546
2010.3409,-0.182077
2010.3436,-0.180168
2010.3463,-0.177545
2010.3491,-0.178722
2010.3518,-0.180142
2010.3546,-0.179306
2010.3573,-0.179447
2010.36,-0.17992
2010.3628,-0.176651
2010.3655,-0.179193
2010.3682,-0.181515
2010.371,-0.180918
2010.3737,-0.181165
2010.3765,-0.181346
2010.3792,-0.178817
2010.3819,-0.17939
2010.3847,-0.178951
2010.3874,-0.179831
2010.3901,-0.180065
2010.3929,-0.178069
2010.3956,-0.176349
2010.3984,-0.176488
2010.4011,-0.176215
2010.4038,-0.177292
2010.4066,-0.176417
2010.4093,-0.17862
2010.412,-0.17534
2010.4148,-0.176877
2010.4175,-0.178087
2010.4203,-0.175614
2010.423,-0.176431
2010.4257,-0.173757
2010.4285,-0.174725
2010.4312,-0.178781
2010.4339,-0.177771
2010.4367,-0.175582
2010.4394,-0.180824
2010.4422,-0.177355
2010.4449,-0.179181
2010.4476,-0.182691
2010.4504,-0.181816
2010.4531,-0.182582
2010.4559,-0.183588
2010.4586,-0.182876
2010.4613,-0.178536
2010.4641,-0.184067
2010.4668,-0.182357
2010.4695,-0.181164
2010.4723,-0.181348
2010.475,-0.179805
2010.4778,-0.181018
2010.4805,-0.18075
2010.4832,-0.182735
2010.486,-0.188083
2010.4887,-0.18133
2010.4914,-0.182105
2010.4942,-0.18257
2010.4969,-0.18124
2010.4997,-0.180339
2010.5024,-0.181292
2010.5051,-0.181201
2010.5079,-0.184363
2010.5106,-0.182263
2010.5133,-0.184571
2010.5161,-0.182729
2010.5188,-0.179469
2010.5216,-0.183855
2010.5243,-0.183564
2010.527,-0.182052
2010.5298,-0.185247
2010.5325,-0.184924
2010.5352,-0.18234
2010.538,-0.183565
2010.5407,-0.178932
2010.5435,-0.185247
2010.5462,-0.180582
2010.5489,-0.182821
2010.5517,-0.1837
2010.5544,-0.184763
2010.5572,-0.184235
2010.5599,-0.1807
2010.5626,-0.185601
2010.5654,-0.184975
2010.5681,-0.187239
2010.5708,-0.184545
2010.5736,-0.181842
2010.5763,-0.18317
2010.5791,-0.18292
2010.5818,-0.183911
2010.5845,-0.185024
2010.5873,-0.185238
2010.59,-0.184609
2010.5927,-0.187914
2010.5955,-0.190321
2010.5982,-0.189206
2010.601,-0.187774
2010.6037,-0.185715
2010.6064,-0.185491
2010.6092,-0.185416
2010.6119,-0.188387
2010.6146,-0.188803
2010.6174,-0.184833
2010.6201,-0.186566
2010.6229,-0.186101
2010.6256,-0.188558
2010.6283,-0.186907
2010.6311,-0.186459
2010.6338,-0.189495
2010.6366,-0.187101
2010.6393,-0.19096
2010.642,-0.18822
2010.6448,-0.185222
2010.6475,-0.190081
2010.6502,-0.185674
2010.653,-0.189157
2010.6557,-0.186474
2010.6585,-0.186445
2010.6612,-0.187704
2010.6639,-0.187285
2010.6667,-0.189364
2010.6694,-0.189873
2010.6721,-0.190839
2010.6749,-0.189958
2010.6776,-0.189667
2010.6804,-0.190498
2010.6831,-0.190085
2010.6858,-0.186567
2010.6886,-0.186673
2010.6913,-0.187715
2010.694,-0.182316
2010.6968,-0.188887
2010.6995,-0.188546
2010.7023,-0.182799
2010.705,-0.186446
2010.7077,-0.187864
2010.7105,-0.188149
2010.7132,-0.187707
2010.7159,-0.188716
2010.7187,-0.187534
2010.7214,-0.188532
2010.7242,-0.188447
2010.7269,-0.18839
2010.7296,-0.184466
2010.7324,-0.186618
2010.7351,-0.186792
2010.7379,-0.188199
2010.7406,-0.189553
2010.7433,-0.191971
2010.7461,-0.190217
2010.7488,-0.188834
2010.7515,-0.189225
2010.7543,-0.186355
2010.757,-0.190594
2010.7598,-0.182481
2010.7625,-0.18354
2010.7652,-0.181544
2010.768,-0.18312
2010.7707,-0.182203
2010.7734,-0.184573
2010.7762,-0.18562
2010.7789,-0.185498
2010.7817,-0.188752
2010.7844,-0.186327
2010.7871,-0.189222
2010.7899,-0.187719
2010.7926,-0.191512
2010.7953,-0.182901
2010.7981,-0.186146
2010.8008,-0.189079
2010.8036,-0.190064
2010.8063,-0.189137
2010.809,-0.18665
2010.8118,-0.188372
2010.8145,-0.189198
2010.8172,-0.191778
2010.82,-0.191378
2010.8227,-0.18816
2010.8255,-0.18964
2010.8282,-0.188005
2010.8309,-0.187768
2010.8337,-0.187472
2010.8364,-0.188393
2010.8392,-0.186788
2010.8419,-0.187083
2010.8446,-0.187829
2010.8474,-0.190132
2010.8501,-0.190413
2010.8528,-0.195436
2010.8556,-0.193209
2010.8583,-0.192266
2010.8611,-0.189475
2010.8638,-0.189621
2010.8665,-0.190724
2010.8693,-0.191664
2010.872,-0.195285
2010.8747,-0.192898
2010.8775,-0.189395
2010.8802,-0.189207
2010.883,-0.193626
2010.8857,-0.19113
2010.8884,-0.189181
2010.8912,-0.189676
2010.8939,-0.193669
2010.8966,-0.194885
2010.8994,-0.189838
2010.9021,-0.193182
2010.9049,-0.191947
2010.9076,-0.191384
2010.9103,-0.192954
2010.9131,-0.189729
2010.9158,-0.191884
2010.9185,-0.190368
2010.9213,-0.189171
2010.924,-0.191529
2010.9268,-0.187245
2010.9295,-0.19385
2010.9322,-0.192587
2010.935,-0.193804
2010.9377,-0.191152
2010.9405,-0.191376
2010.9432,-0.190359
2010.9459,-0.19007
2010.9487,-0.191513
2010.9514,-0.194451
2010.9541,-0.193855
2010.9569,-0.192792
2010.9596,-0.196446
2010.9624,-0.191374
2010.9651,-0.186455
2010.9678,-0.186341
2010.9706,-0.191539
2010.9733,-0.197911
2010.976,-0.189196
2010.9788,-0.186832
2010.9815,-0.187522
2010.9843,-0.191455
2010.987,-0.190174
2010.9897,-0.188353
2010.9925,-0.193325
2010.9952,-0.192555
2010.9979,-0.187281
2011.0007,-0.187465
2011.0034,-0.19268
2011.0062,-0.193998
2011.0089,-0.193891
2011.0116,-0.19309
2011.0144,-0.193546
2011.0171,-0.195072
2011.0198,-0.198197
2011.0226,-0.195034
2011.0253,-0.193898
2011.0281,-0.194039
2011.0308,-0.191941
2011.0335,-0.191942
2011.0363,-0.198929
2011.039,-0.196178
2011.0418,-0.193845
2011.0445,-0.195906
2011.0472,-0.193292
2011.05,-0.19389
2011.0527,-0.19577
2011.0554,-0.197188
2011.0582,-0.196264
2011.0609,-0.198049
2011.0637,-0.197028
2011.0664,-0.197966
2011.0691,-0.197754
2011.0719,-0.197796
2011.0746,-0.198119
2011.0773,-0.199434
2011.0801,-0.198105
2011.0828,-0.20128
2011.0856,-0.192753
2011.0883,-0.194602
2011.091,-0.198273
2011.0938,-0.201957
2011.0965,-0.206106
2011.0992,-0.200284
2011.102,-0.199509
2011.1047,-0.201396
2011.1075,-0.19992
2011.1102,-0.203401
2011.1129,-0.198854
2011.1157,-0.199876
2011.1184,-0.201615
2011.1211,-0.204215
2011.1239,-0.200151
2011.1266,-0.200218
2011.1294,-0.201632
2011.1321,-0.199344
2011.1348,-0.20197
2011.1376,-0.201948
2011.1403,-0.197564
2011.1431,-0.201754
2011.1458,-0.204769
2011.1485,-0.20191
2011.1513,-0.205125
